Title,Video url,Thumbnail url,Channel name,Duration
ASMR Singing you to sleep + head scratchies 🌙🎶🤍,https://www.youtube.com/watch?v=O-wwUXTcL_M,https://i.ytimg.com/vi/O-wwUXTcL_M/maxresdefault.jpg,Luna Bloom ASMR,"25 Minutes, 40 Seconds"
"ASMR reiki for deep stress release 😌 body scan, sleep countdown, affirmations & hand movements",https://www.youtube.com/watch?v=iINRnvb-sRc,https://i.ytimg.com/vi/iINRnvb-sRc/maxresdefault.jpg,Whispers of the Wolf ASMR,"1 Hours, 0 Minutes, 4 Seconds"
1 Hour of Heavenly Harp Music I Sarah Bhalla,https://www.youtube.com/watch?v=98F4_WyYyVk,https://i.ytimg.com/vi/98F4_WyYyVk/maxresdefault.jpg,Sarah Bhalla,"1 Hours, 6 Minutes, 34 Seconds"
ASMR Soft Singing: Disney Version (English & French),https://www.youtube.com/watch?v=Tfyhvfof-Rk,https://i.ytimg.com/vi/Tfyhvfof-Rk/maxresdefault.jpg,ASMR Glow,"33 Minutes, 50 Seconds"
"Slowest ASMR 💤  (Ear exam, Eye Exam, Makeup, Librarian, Perfumery) (🇪🇸 and 🇬🇧 subtitles)",https://www.youtube.com/watch?v=uw2qlJ8x1_4,https://i.ytimg.com/vi/uw2qlJ8x1_4/maxresdefault.jpg,ASMR Glow,"1 Hours, 4 Minutes, 6 Seconds"
"3+ Hours Of ASMR Reiki For Deep Sleep, Relaxation And Healing 💙 Reiki, Crystals, Personal Attention",https://www.youtube.com/watch?v=DyEMBskaSqU,https://i.ytimg.com/vi/DyEMBskaSqU/maxresdefault.jpg,The Angelic Alchemist,"3 Hours, 15 Minutes, 10 Seconds"
ASMR 1 Hour of Pure 3DIO Bliss for Deep Relaxation 🌙 (🇪🇸 and 🇬🇧 subtitles),https://www.youtube.com/watch?v=70cdhm4tWfI,https://i.ytimg.com/vi/70cdhm4tWfI/maxresdefault.jpg,ASMR Glow,"1 Hours, 0 Minutes, 40 Seconds"
ASMR Humming For Your Sleep (+ Fluffy Mic),https://www.youtube.com/watch?v=NSWeqijT1nw,https://i.ytimg.com/vi/NSWeqijT1nw/maxresdefault.jpg,ASMR Glow,"22 Minutes, 17 Seconds"
"ASMR Laying down in Nature, Energy clearing, Personal attention.",https://www.youtube.com/watch?v=ntEk6m-I7gU,https://i.ytimg.com/vi/ntEk6m-I7gU/maxresdefault.jpg,Ruby True ,"41 Minutes, 3 Seconds"
"ASMR REIKI quieting your overactive mind before sleep (humming, affirmations and pink noise)",https://www.youtube.com/watch?v=HYEiS0swjc8,https://i.ytimg.com/vi/HYEiS0swjc8/maxresdefault.jpg,Whispers of the Wolf ASMR,"1 Hours, 0 Minutes, 49 Seconds"
ASMR Your Anxiety Doesn’t Stand a Chance 💪😤💥 (negative energy removal) [chaotic],https://www.youtube.com/watch?v=pa-3bPd1LRc,https://i.ytimg.com/vi/pa-3bPd1LRc/maxresdefault.jpg,Luna Bloom ASMR,"20 Minutes, 38 Seconds"
Energy Medicine For The Deepest Relaxation 🌸 Soft Spoken ASMR Reiki Healing,https://www.youtube.com/watch?v=lAJ0Xwy5pJc,https://i.ytimg.com/vi/lAJ0Xwy5pJc/maxresdefault.jpg,The Angelic Alchemist,"30 Minutes, 31 Seconds"
ASMR Up Close Personal Attention (fast & aggressive),https://www.youtube.com/watch?v=Ky-P8pwrEBk,https://i.ytimg.com/vi/Ky-P8pwrEBk/maxresdefault.jpg,Luna Bloom ASMR,"27 Minutes, 36 Seconds"
ASMR Ear Cleaning 👂🧼 (with a perfectly normal doctor) [role play],https://www.youtube.com/watch?v=eH6itWw07c0,https://i.ytimg.com/vi/eH6itWw07c0/maxresdefault.jpg,Luna Bloom ASMR,"30 Minutes, 6 Seconds"
ASMR Fast & Aggressive Instructions + Focus Games 🌈🪐🌘,https://www.youtube.com/watch?v=QBMQ1XU-nh8,https://i.ytimg.com/vi/QBMQ1XU-nh8/maxresdefault.jpg,Luna Bloom ASMR,"25 Minutes, 26 Seconds"
"Forgive Your Past Self [Hypnosis, Subliminal]",https://www.youtube.com/watch?v=7rlhZu0W758,https://i.ytimg.com/vi/7rlhZu0W758/maxresdefault.jpg,The MashaKata,"25 Minutes, 52 Seconds"
😈💲💻Indian Call Center SCAMMER●soft spoken●ASMR●Roleplay●personal attention,https://www.youtube.com/watch?v=IQK5x0bLeEc,https://i.ytimg.com/vi/IQK5x0bLeEc/maxresdefault.jpg,Cheetah Velvet ASMR,"23 Minutes, 47 Seconds"
😻💋Neighbour's wife seduces you●flirty ASMR●soft- spoken,https://www.youtube.com/watch?v=mOSgTTkE9k0,https://i.ytimg.com/vi/mOSgTTkE9k0/maxresdefault.jpg,Cheetah Velvet ASMR,"28 Minutes, 38 Seconds"
"ASMR Sleep- Stress, Depression| Personal Attention| ASMR Sounds + wife Roleplay",https://www.youtube.com/watch?v=D6cxrzvEuxE,https://i.ytimg.com/vi/D6cxrzvEuxE/maxresdefault.jpg,Indian ASMR Bhumika,"28 Minutes, 28 Seconds"
ASMR CAN YOU GUESS THESE WORDS🤔,https://www.youtube.com/watch?v=nKxn1XaVzts,https://i.ytimg.com/vi/nKxn1XaVzts/maxresdefault.jpg,Purring night ASMR,"17 Minutes, 57 Seconds"
ASMR Talking to You Until You Fall Asleep 😴💕 (long video!) ~almost~ 1 HOUR!,https://www.youtube.com/watch?v=9S0XRUsgQcs,https://i.ytimg.com/vi/9S0XRUsgQcs/maxresdefault.jpg,Luna Bloom ASMR,"57 Minutes, 36 Seconds"
first asmr video,https://www.youtube.com/watch?v=59j15TXcsdU,https://i.ytimg.com/vi/59j15TXcsdU/maxresdefault.jpg,bok asmr,"26 Minutes, 53 Seconds"
Space Sounds Sleep: Calming ASMR for Deep Rest,https://www.youtube.com/watch?v=lE_TgMvJh8Y,https://i.ytimg.com/vi/lE_TgMvJh8Y/maxresdefault.jpg,Sensory Oasis,"34 Minutes, 8 Seconds"
ASMR Follow My Instructions For Sleep [1 Hour] Eyes Closed Half Way Through ❤️,https://www.youtube.com/watch?v=TtxTsSBKWgw,https://i.ytimg.com/vi/TtxTsSBKWgw/maxresdefault.jpg,Luna Bloom ASMR,"1 Hours, 3 Minutes, 29 Seconds"
ASMR Talking You To Sleep 🌙💗 (+ personal attention),https://www.youtube.com/watch?v=21ar8oiHW4s,https://i.ytimg.com/vi/21ar8oiHW4s/maxresdefault.jpg,Luna Bloom ASMR,"52 Minutes, 59 Seconds"
"✨ Whispered Headlines: Relaxing ASMR News on Power, Politics, and Peace ✨",https://www.youtube.com/watch?v=cwuC9k55y8Q,https://i.ytimg.com/vi/cwuC9k55y8Q/maxresdefault.jpg,ASMR Newsroom,"12 Minutes, 47 Seconds"
✨ ASMR serious news stories but it's oddly satisfying ✨,https://www.youtube.com/watch?v=-53FPx_Jw3w,https://i.ytimg.com/vi/-53FPx_Jw3w/maxresdefault.jpg,ASMR Newsroom,"25 Minutes, 41 Seconds"
Talking you to sleep 😴 it'll be okay [ASMR],https://www.youtube.com/watch?v=2ryi7Ym4bQA,https://i.ytimg.com/vi/2ryi7Ym4bQA/maxresdefault.jpg,The MashaKata,"19 Minutes, 18 Seconds"
ASMR | Fluffy Mic Scratching + Gentle Ear-to-Ear Whispers 😌,https://www.youtube.com/watch?v=JUmZ6HRTaf4,https://i.ytimg.com/vi/JUmZ6HRTaf4/maxresdefault.jpg,HeatheredEffect ASMR,"24 Minutes, 37 Seconds"
"ASMR | All Up in Your Ears: Soft & Cozy Edition ❤️ Mic Brushing, Whispers, Hair Brushing (1 HOUR)",https://www.youtube.com/watch?v=Z-CnKkVKsz4,https://i.ytimg.com/vi/Z-CnKkVKsz4/maxresdefault.jpg,Also Maya ASMR,"1 Hours, 0 Minutes, 53 Seconds"
4K ASMR: Deep Ear-to-Ear Whispers & Kisses,https://www.youtube.com/watch?v=joU2S1moDIw,https://i.ytimg.com/vi/joU2S1moDIw/maxresdefault.jpg,ASMR Glow,"22 Minutes, 13 Seconds"
"ASMR While You Sleep 💤 Massaging Your Face, Cleaning Your Ears",https://www.youtube.com/watch?v=vj0opIMPmig,https://i.ytimg.com/vi/vj0opIMPmig/maxresdefault.jpg,ASMR Glow,"18 Minutes, 28 Seconds"
🔁 ASMR Follow My Instructions For Sleep (Do As I Say) 2 Hour Loop 🔁🌙,https://www.youtube.com/watch?v=D0pDvrD6FR8,https://i.ytimg.com/vi/D0pDvrD6FR8/maxresdefault.jpg,Luna Bloom ASMR,"1 Hours, 48 Minutes, 32 Seconds"
夏喵娜Kina 黑丝高跟有灵魂的水晶泥,https://www.youtube.com/watch?v=zgRL5_x5N3E,https://i.ytimg.com/vi/zgRL5_x5N3E/maxresdefault.jpg,喵奇爱喵喵,"28 Minutes, 44 Seconds"
ASMR That Will Put You To Sleep Right Now 💤 Pick Your Relaxation,https://www.youtube.com/watch?v=HFkWqlI_gzk,https://i.ytimg.com/vi/HFkWqlI_gzk/maxresdefault.jpg,ASMR Glow,"28 Minutes, 30 Seconds"
ASMR| ECHOED HYPNOSIS FOR DEEP SLEEP ✨ (WITH AMBIENT MUSIC),https://www.youtube.com/watch?v=Ck9Z3MERmxY,https://i.ytimg.com/vi/Ck9Z3MERmxY/sddefault.jpg,IlaMos ASMR,"23 Minutes, 53 Seconds"
"[ASMR] Deep Breathy Whispers, Blowing, Brushing ❤️",https://www.youtube.com/watch?v=QeuFAHGypWE,https://i.ytimg.com/vi/QeuFAHGypWE/maxresdefault.jpg,Angels ASMR,"42 Minutes, 12 Seconds"
3h Binaural ASMR | Bassy Mic Scratching & Clicky Tk Sk Mouth Sounds - Fireplace Ambience,https://www.youtube.com/watch?v=MmA_oqb6p1Q,https://i.ytimg.com/vi/MmA_oqb6p1Q/maxresdefault.jpg,ASMR_Divinity,"3 Hours, 6 Minutes, 30 Seconds"
ASMR Put Your Phone Down and Do As I Say (2 Hour Loop),https://www.youtube.com/watch?v=hI-n5bjIqmo,https://i.ytimg.com/vi/hI-n5bjIqmo/maxresdefault.jpg,Luna Bloom ASMR,"1 Hours, 57 Minutes, 38 Seconds"
ASMR EYES CLOSED Follow my Instructions ✨2h Compilation✨,https://www.youtube.com/watch?v=3rAsyq5DIhQ,https://i.ytimg.com/vi/3rAsyq5DIhQ/sddefault.jpg,tiny hands ASMR,"1 Hours, 58 Minutes, 37 Seconds"
ASMR Instructions That Change Every Time You Watch (Looped) Luna Bloom 🌙🌹,https://www.youtube.com/watch?v=YJLvCivhzbU,https://i.ytimg.com/vi/YJLvCivhzbU/maxresdefault.jpg,Luna Bloom ASMR,"3 Hours, 7 Minutes, 45 Seconds"
Hypnosis 🌟 Boost your Confidence [ASMR],https://www.youtube.com/watch?v=I6YYYVLjd5w,https://i.ytimg.com/vi/I6YYYVLjd5w/maxresdefault.jpg,The MashaKata,"30 Minutes, 1 Seconds"
ASMR telling you how great you are for half an hour 💘 (affirmations of love),https://www.youtube.com/watch?v=_1IwgDpk4nU,https://i.ytimg.com/vi/_1IwgDpk4nU/maxresdefault.jpg,Luna Bloom ASMR,"32 Minutes, 8 Seconds"
ASMR Until You Fall Asleep 💖 (trigger assortment),https://www.youtube.com/watch?v=2-fdMquM6OU,https://i.ytimg.com/vi/2-fdMquM6OU/maxresdefault.jpg,Luna Bloom ASMR,"31 Minutes, 23 Seconds"
Personal Attention 😴 It will be okay [ASMR],https://www.youtube.com/watch?v=aoskAoNxg88,https://i.ytimg.com/vi/aoskAoNxg88/maxresdefault.jpg,The MashaKata,"12 Minutes, 22 Seconds"
ASMR | Removing All Your Negative Energy 💖✨,https://www.youtube.com/watch?v=gxJ-gQyoqtA,https://i.ytimg.com/vi/gxJ-gQyoqtA/maxresdefault.jpg,Luna Bloom ASMR,"18 Minutes, 3 Seconds"
ASMR | Anticipatory Tingles Compilation 💖 (Better with Eyes Closed),https://www.youtube.com/watch?v=JrHJIXt2kbA,https://i.ytimg.com/vi/JrHJIXt2kbA/maxresdefault.jpg,Also Maya ASMR,"1 Hours, 35 Minutes, 57 Seconds"
ASMR 2 hours of Outdoors Tuning Fork Personal attention Reiki,https://www.youtube.com/watch?v=bm6sAq06iG4,https://i.ytimg.com/vi/bm6sAq06iG4/maxresdefault.jpg,Ruby True ,"2 Hours, 11 Minutes, 2 Seconds"
ASMR For Sleep (eyes closed + whispering only) ♥️🌙🩵,https://www.youtube.com/watch?v=wkOHpSvM1TQ,https://i.ytimg.com/vi/wkOHpSvM1TQ/maxresdefault.jpg,Luna Bloom ASMR,"23 Minutes, 39 Seconds"
Elven Dreams | Celtic Fantasy Music - Enchanting Ambient Music,https://www.youtube.com/watch?v=6MkUPUe0qow,https://i.ytimg.com/vi/6MkUPUe0qow/maxresdefault.jpg,Legends of Fantasia,"1 Hours, 33 Minutes, 50 Seconds"
ASMR Keeping You Company Until You Fall Asleep 😴💕 (lots of up close whispers) [sleep aid],https://www.youtube.com/watch?v=C_M6kb5FzPQ,https://i.ytimg.com/vi/C_M6kb5FzPQ/maxresdefault.jpg,Luna Bloom ASMR,"48 Minutes, 46 Seconds"
"ASMR 3 HOURS Of Cranial Nerve Exam for SLEEP 💤 Medical Roleplay, Ear, Eye & Hearing Tests",https://www.youtube.com/watch?v=9eH7E7LpNiY,https://i.ytimg.com/vi/9eH7E7LpNiY/maxresdefault.jpg,Celaine's ASMR,"3 Hours, 9 Minutes, 24 Seconds"
ASMR REIKI full body scan | chakra balancing with binaural beats for sleep | hand movements,https://www.youtube.com/watch?v=zhmxrqI7uHo,https://i.ytimg.com/vi/zhmxrqI7uHo/maxresdefault.jpg,Whispers of the Wolf ASMR,"39 Minutes, 42 Seconds"
Fast and Aggressive ASMR Haircut 🧖🏻‍♀️✂️,https://www.youtube.com/watch?v=Aw2TwG6QmYA,https://i.ytimg.com/vi/Aw2TwG6QmYA/maxresdefault.jpg,ASMR Rebecca,"15 Minutes, 1 Seconds"
"Ultimate ASMR for Sleep | Personal Attention, Whispering, & Healing",https://www.youtube.com/watch?v=aS9VTPAM_cM,https://i.ytimg.com/vi/aS9VTPAM_cM/sddefault.jpg,The Healing Room ASMR,"4 Hours, 26 Minutes, 54 Seconds"
1 Hour of ASMR To Help You Sleep 😴,https://www.youtube.com/watch?v=fJoGcSXldz4,https://i.ytimg.com/vi/fJoGcSXldz4/maxresdefault.jpg,Luna Bloom ASMR,"1 Hours, 1 Minutes, 14 Seconds"
I identify as a wolf - Chat Music,https://www.youtube.com/watch?v=3LdtUq7ycW0,https://i.ytimg.com/vi/3LdtUq7ycW0/maxresdefault.jpg,Square Wind,"1 Minutes, 5 Seconds"
АСМР 🩷🖤 Твоя ЭМО КОШКА избавит ОТ ГРУСТИ 🥺 ASMR EMO CAT,https://www.youtube.com/watch?v=xT8YuEf2Yrs,https://i.ytimg.com/vi/xT8YuEf2Yrs/maxresdefault.jpg,ASMR MOOD,"16 Minutes, 1 Seconds"
ASMR,https://www.youtube.com/watch?v=e87Ebi5LTIs,https://i.ytimg.com/vi/e87Ebi5LTIs/maxresdefault.jpg,ASMR Glow,"1 Minutes, 21 Seconds"
ASMR Soothing you + singing you to sleep ✨🎵💤,https://www.youtube.com/watch?v=nVodNndd4MQ,https://i.ytimg.com/vi/nVodNndd4MQ/maxresdefault.jpg,Luna Bloom ASMR,"29 Minutes, 19 Seconds"
"ASMR Songs that Cure My Trauma 🌞(Soft Singing for Sleep, Relaxation & Tingles)",https://www.youtube.com/watch?v=LILo6ZwYH-U,https://i.ytimg.com/vi/LILo6ZwYH-U/maxresdefault.jpg,FrivolousFox ASMR,"52 Minutes, 31 Seconds"
"This is the perfect ASMR video for work, study and sleep!",https://www.youtube.com/watch?v=LyRNzZKAnII,https://i.ytimg.com/vi/LyRNzZKAnII/maxresdefault.jpg,edafoxx ASMR,"1 Hours, 18 Minutes, 42 Seconds"
"I Will Regret This 🙂 ASMR Softly Singing Thousand Years, Can't Take My Eyes Off of You, etc. ♡",https://www.youtube.com/watch?v=wwLodi3A34w,https://i.ytimg.com/vi/wwLodi3A34w/sddefault.jpg,FrivolousFox ASMR,"19 Minutes, 10 Seconds"
Тебя снова ПОЙМАЛИ 🥺 | АСМР В плену Наги 🐍 | Под чарами змеи | 1000% Мурашки 🤤,https://www.youtube.com/watch?v=0q_rWWUGa_Q,https://i.ytimg.com/vi/0q_rWWUGa_Q/maxresdefault.jpg,ASMR HoneyGirl,"44 Minutes, 35 Seconds"
Romantic Hypnosis with Talia Al Ghul (You're Batman) ASMR,https://www.youtube.com/watch?v=q3cWb4I78FI,https://i.ytimg.com/vi/q3cWb4I78FI/sddefault.jpg,Baby Bella ASMR,"32 Minutes, 49 Seconds"
The Perfect Bedtime Sound Bath,https://www.youtube.com/watch?v=-BlO514Iwvo,https://i.ytimg.com/vi/-BlO514Iwvo/maxresdefault.jpg,Sleeping Vibrations,"8 Hours, 0 Minutes, 1 Seconds"
Your Success is Already Happening ⚡️ Guided Meditation [ASMR],https://www.youtube.com/watch?v=ZnnE7q1ICBA,https://i.ytimg.com/vi/ZnnE7q1ICBA/maxresdefault.jpg,The MashaKata,"21 Minutes, 2 Seconds"
🇮🇳😤💋HINDI Asmr●Jealous Wife●indian wife but in Hindi●soft spoken roleplay●Desi ASMR●हिंदी●,https://www.youtube.com/watch?v=4_rV4_5SdHU,https://i.ytimg.com/vi/4_rV4_5SdHU/maxresdefault.jpg,Cheetah Velvet ASMR,"25 Minutes, 22 Seconds"
ASMR Eyes Closed Follow My Instructions 💤,https://www.youtube.com/watch?v=Mu0Wn_ciitk,https://i.ytimg.com/vi/Mu0Wn_ciitk/maxresdefault.jpg,Luna Bloom ASMR,"27 Minutes, 36 Seconds"
АСМР 🍃 ВЕЧЕРНЯЯ РУТИНА ЦИРИ 🧪 ЭЛИКСИРЫ ВЕДЬМАКА 🌿 Хижина Травника | ASMR Herbalist's hut,https://www.youtube.com/watch?v=sUwFEbhRyrc,https://i.ytimg.com/vi/sUwFEbhRyrc/maxresdefault.jpg,ASMR MOOD,"1 Hours, 36 Minutes, 30 Seconds"
"The Ultimate ASMR Barbershop Experience ♡ REAL haircutting, trimming & shaving sounds ♡",https://www.youtube.com/watch?v=4ZXOh-PiSlc,https://i.ytimg.com/vi/4ZXOh-PiSlc/maxresdefault.jpg,ASMR Treasury,"58 Minutes, 48 Seconds"
POWERFUL KUNDALINI AWAKENING! Activate Your Kundalini Energy EMPOWER YOURSELF,https://www.youtube.com/watch?v=AyEbqmNRj5s,https://i.ytimg.com/vi/AyEbqmNRj5s/maxresdefault.jpg,Trịnh Xuân Hoành,"3 Hours, 9 Minutes, 1 Seconds"
ASMR | Up-Close & Slow Counting + Fluffy Mic Brushing ❤️ (2 HOURS w/ Black Screen),https://www.youtube.com/watch?v=G2evlfbtn2s,https://i.ytimg.com/vi/G2evlfbtn2s/maxresdefault.jpg,Also Maya ASMR,"2 Hours, 2 Minutes, 53 Seconds"
OPTIMAL HEALTH | Spiritual Energy Healing ASMR,https://www.youtube.com/watch?v=gabSDGcEQlU,https://i.ytimg.com/vi/gabSDGcEQlU/maxresdefault.jpg,Sanne The Witch,"28 Minutes, 17 Seconds"
(2+ hrs) EXTREME Spiritual Cleansing ⚡️ | 🔥 Shamanic Witch Energy Healing ASMR,https://www.youtube.com/watch?v=9uR8hhrSa8Y,https://i.ytimg.com/vi/9uR8hhrSa8Y/maxresdefault.jpg,Sanne The Witch,"2 Hours, 28 Minutes, 23 Seconds"
🧿Powerful Evil Eye⚡️Black Magic💥Other Attacks Removal Reiki,https://www.youtube.com/watch?v=jGSch3jhqYo,https://i.ytimg.com/vi/jGSch3jhqYo/maxresdefault.jpg,Alchemy Healing,"11 Minutes, 11 Seconds"
"ASMR | ✨ All Your Favorite Triggers! ✨ (Follow Instructions, Notes On Your Face +More) 500k Special!",https://www.youtube.com/watch?v=0wq_QVNeZY8,https://i.ytimg.com/vi/0wq_QVNeZY8/maxresdefault.jpg,Luna Bloom ASMR,"52 Minutes, 25 Seconds"
[ASMR] Video For Strong Tingles💥 HIGHLY UNDERRATED TRIGGERS,https://www.youtube.com/watch?v=zs9tL-7rp4k,https://i.ytimg.com/vi/zs9tL-7rp4k/maxresdefault.jpg,Cherie Lorraine ASMR,"1 Hours, 8 Minutes, 33 Seconds"
잠들기 좋은 첼로 음악 relaxing cello music for sleeping 2탄,https://www.youtube.com/watch?v=6Ox3OM_sw9E,https://i.ytimg.com/vi/6Ox3OM_sw9E/maxresdefault.jpg,요룰레히,"1 Hours, 6 Minutes, 29 Seconds"
"ASMR Focused Reiki Healing, Relaxing Energy Cleansing",https://www.youtube.com/watch?v=wWdFnzlc5co,https://i.ytimg.com/vi/wWdFnzlc5co/maxresdefault.jpg,Karuna Satori ASMR,"25 Minutes, 47 Seconds"
Spiritual Cleansing ASMR Massage to remove negative energy and help you sleep,https://www.youtube.com/watch?v=FJ3kkBg-q9w,https://i.ytimg.com/vi/FJ3kkBg-q9w/sddefault.jpg,MichaChannel,"10 Minutes, 35 Seconds"
ASMR Negative Energy Removal for a Clean Slate 🧼✨ (energy cleanse),https://www.youtube.com/watch?v=p08UOacmfR8,https://i.ytimg.com/vi/p08UOacmfR8/maxresdefault.jpg,Luna Bloom ASMR,"22 Minutes, 22 Seconds"
ASMR To Instantly Turn Off Your Brain 🧠🚫Delay (echo),https://www.youtube.com/watch?v=IRMJMVDeOco,https://i.ytimg.com/vi/IRMJMVDeOco/maxresdefault.jpg,SkepticalPickle ASMR,"27 Minutes, 48 Seconds"
ASMR Fluffy Mic Scratching with Surprise Kisses,https://www.youtube.com/watch?v=n6iwfWUwWSw,https://i.ytimg.com/vi/n6iwfWUwWSw/maxresdefault.jpg,HeatheredEffect ASMR,"23 Minutes, 36 Seconds"
"Stress Relief ASMR Reiki, Surrender Heaviness & Become Lighter",https://www.youtube.com/watch?v=dIm8AmPkllo,https://i.ytimg.com/vi/dIm8AmPkllo/maxresdefault.jpg,The Angelic Alchemist,"1 Hours, 14 Minutes, 7 Seconds"
"🔮 Spooky Hypnotic Sleep Spell 🪶✨ (Inaudible Whispers, Layered Soundscapes, Personal Attention ASMR)",https://www.youtube.com/watch?v=UM70Hnm0XkI,https://i.ytimg.com/vi/UM70Hnm0XkI/maxresdefault.jpg,selatonin ASMR,"46 Minutes, 34 Seconds"
"ASMR 45 Mins Of Fast & Aggressive Mic Triggers! *Pumping, Scratching & Energy Rain*",https://www.youtube.com/watch?v=karytQVNfLg,https://i.ytimg.com/vi/karytQVNfLg/maxresdefault.jpg,JadyLady ASMR,"45 Minutes, 5 Seconds"
"This or That ASMR | Tapping, Scratching, Lip Gloss Pumping, Whispering",https://www.youtube.com/watch?v=EY0T4sVThAo,https://i.ytimg.com/vi/EY0T4sVThAo/maxresdefault.jpg,Floda ASMR,"26 Minutes, 26 Seconds"
ASMR/idol housemates do your make-up,https://www.youtube.com/watch?v=gQUPKL3nvyg,https://i.ytimg.com/vi/gQUPKL3nvyg/maxresdefault.jpg,CharlotteASMR,"15 Minutes, 57 Seconds"
ASMR I feel you within me 🔦☀️ (follow my instructions for sleep),https://www.youtube.com/watch?v=jtADbgsw1GA,https://i.ytimg.com/vi/jtADbgsw1GA/maxresdefault.jpg,LunaRexx ASMR,"18 Minutes, 10 Seconds"
"ASMR 💈 Inappropriate Barber Shop 👨 FOR MEN 👨 Beard Shave, Haircut, Buzz roleplay (30 min)",https://www.youtube.com/watch?v=d7mkS7cqfeE,https://i.ytimg.com/vi/d7mkS7cqfeE/maxresdefault.jpg,LunaRexx ASMR,"30 Minutes, 1 Seconds"
ASMR Finish your Day with Me ❤️,https://www.youtube.com/watch?v=fsJYn93zHeM,https://i.ytimg.com/vi/fsJYn93zHeM/maxresdefault.jpg,LunaRexx ASMR,"19 Minutes, 8 Seconds"
Deep Sleep in Just 3 Minutes – Best SLEEP Music to Calm Your Mind & Sleep Deep,https://www.youtube.com/watch?v=xcLBtbu7wNc,https://i.ytimg.com/vi/xcLBtbu7wNc/maxresdefault.jpg,Peaceful Rain,"3 Hours, 37 Minutes, 34 Seconds"
ASMR Beard Trim (you’re a 300 year old gnome) 🧙‍♂️ Role Play ✨,https://www.youtube.com/watch?v=5jHgz4_zGxg,https://i.ytimg.com/vi/5jHgz4_zGxg/maxresdefault.jpg,Luna Bloom ASMR,"23 Minutes, 39 Seconds"
ASMR Soothing Humming + Hand Movements For Sleep 💖☁️🌙,https://www.youtube.com/watch?v=H05M7yRNaHY,https://i.ytimg.com/vi/H05M7yRNaHY/maxresdefault.jpg,Luna Bloom ASMR,"24 Minutes, 28 Seconds"
🌀Full Body Healing & Repair with Reiki Energy,https://www.youtube.com/watch?v=OdQKMxxAoZc,https://i.ytimg.com/vi/OdQKMxxAoZc/maxresdefault.jpg,Alchemy Healing,"15 Minutes, 55 Seconds"
"ASMR | 3 HOURS ""shh"", breathing & soft fluffy sounds - perfect for sleep, no talking",https://www.youtube.com/watch?v=TepMZxHR0d8,https://i.ytimg.com/vi/TepMZxHR0d8/maxresdefault.jpg,ASMR_Divinity,"3 Hours, 0 Minutes, 38 Seconds"
ASMR Through the Wall | Imagined Descriptive Massage and Soft Spoken Touches,https://www.youtube.com/watch?v=Y2wI47mLva4,https://i.ytimg.com/vi/Y2wI47mLva4/maxresdefault.jpg,Margo's ASMR,"13 Minutes, 42 Seconds"
ASMR - Relaxing ASMR Triggers (Whisper) *Previous Livestream*,https://www.youtube.com/watch?v=Q9QVY6Gijxs,https://i.ytimg.com/vi/Q9QVY6Gijxs/maxresdefault.jpg,Katrine ASMR (Twitch Vods),"2 Hours, 55 Minutes, 46 Seconds"
Hindi Sleep asmr- Plucking negativity| Sleep Hypnosis| Reiki| Bestie Roleplay #asmrsounds,https://www.youtube.com/watch?v=Eo_PvmI8RAk,https://i.ytimg.com/vi/Eo_PvmI8RAk/maxresdefault.jpg,Indian ASMR Bhumika,"22 Minutes, 14 Seconds"
Clear ALL Body Issues ⚡️| 🔥  Witch Shamanic Energy Healing ASMR,https://www.youtube.com/watch?v=aD0fCL0XqM8,https://i.ytimg.com/vi/aD0fCL0XqM8/maxresdefault.jpg,Sanne The Witch,"30 Minutes, 23 Seconds"
Girl Rubs Your Neck Until You Fall Asleep (soo sleepy) ASMR,https://www.youtube.com/watch?v=gt9as_Yg7gM,https://i.ytimg.com/vi/gt9as_Yg7gM/sddefault.jpg,edafoxx ASMR,"34 Minutes, 36 Seconds"
ASMR Sleep- Head massage| Pampering| Plucking for Quick sleep 😴 #sleep #relaxing #asmrsounds #pov,https://www.youtube.com/watch?v=dns4hCPHh5w,https://i.ytimg.com/vi/dns4hCPHh5w/maxresdefault.jpg,Indian ASMR Bhumika,"35 Minutes, 10 Seconds"
"ASMR Stress & Negativity Plucking, Snipping, Pulling  (low light, for anxiety)",https://www.youtube.com/watch?v=VdK5mjY3pns,https://i.ytimg.com/vi/VdK5mjY3pns/maxresdefault.jpg,Whispering Willow ASMR,"26 Minutes, 13 Seconds"
Hindi ASMR-Real Hypnosis + ASMR| Migraine relief| Plucking negative emotions,https://www.youtube.com/watch?v=eU1VSD2CxNs,https://i.ytimg.com/vi/eU1VSD2CxNs/maxresdefault.jpg,Indian ASMR Bhumika,"28 Minutes, 45 Seconds"
INDIAN ASMR| Personal Attention Sleep Hypnosis |Follow My Instructions For Guided Sleep | HINDI ASMR,https://www.youtube.com/watch?v=dBYOWPdeo7E,https://i.ytimg.com/vi/dBYOWPdeo7E/maxresdefault.jpg,Devya Gurjar ASMR,"17 Minutes, 0 Seconds"
"ASMR Hand Sounds and Plucking Negative Energy for Sleep ✨ Hand Movements, Minimal Talking",https://www.youtube.com/watch?v=VXbg2q2ozwY,https://i.ytimg.com/vi/VXbg2q2ozwY/maxresdefault.jpg,Till You Sleep ASMR,"1 Hours, 8 Minutes, 20 Seconds"
