Title,Video url,Thumbnail url,Channel name,Duration
ASMR Tingly Tongue Clicks & TkTkTk (w/ Face Touching),https://www.youtube.com/watch?v=1TaTfSfpwig,https://i.ytimg.com/vi/1TaTfSfpwig/sddefault.jpg,Slight Sounds ASMR,"16 Minutes, 24 Seconds"
ASMR No Talking ハールワッサーヘッドマッサージ | 眼・耳・腕もあり,https://www.youtube.com/watch?v=ggA3BFmws3E,https://i.ytimg.com/vi/ggA3BFmws3E/maxresdefault.jpg,TOKYO ASMR MASSAGE,"27 Minutes, 17 Seconds"
1 HORA de ASMR Para Dormir Profundamente...,https://www.youtube.com/watch?v=tI3LnbOXrWA,https://i.ytimg.com/vi/tI3LnbOXrWA/maxresdefault.jpg,Aku ASMR,"1 Hours, 7 Minutes, 32 Seconds"
ASMR - Relaxing ASMR Triggers (Whisper) *Previous Livestream*,https://www.youtube.com/watch?v=C9pRAm-pnQg,https://i.ytimg.com/vi/C9pRAm-pnQg/maxresdefault.jpg,Katrine ASMR (Twitch Vods),"1 Hours, 19 Minutes, 8 Seconds"
INDIAN ASMR | Migraine Relief Hypnosis Personal Attention ASMR | Headache Visual Therapy| HINDI ASMR,https://www.youtube.com/watch?v=XccSoaYP03Q,https://i.ytimg.com/vi/XccSoaYP03Q/maxresdefault.jpg,Devya Gurjar ASMR,"20 Minutes, 39 Seconds"
[ASMR] My Best Ear Eating... In bed!,https://www.youtube.com/watch?v=jCtTGRX6KYM,https://i.ytimg.com/vi/jCtTGRX6KYM/maxresdefault.jpg,Oranda ASMR,"27 Minutes, 56 Seconds"
ASMR | 1 Hour Of SPECIFIC and UNIQUE Triggers (Fast & Aggressive) With RAMBLES,https://www.youtube.com/watch?v=yncGQkVux60,https://i.ytimg.com/vi/yncGQkVux60/maxresdefault.jpg,Jules ASMR,"1 Hours, 0 Minutes, 1 Seconds"
The MOST Relaxing Barbershop massage Experience In Ho Chi Minh City!💈Part2,https://www.youtube.com/watch?v=oHpiPLdHqpo,https://i.ytimg.com/vi/oHpiPLdHqpo/maxresdefault.jpg,Relax Massage TV,"32 Minutes, 39 Seconds"
ASMR - Fast And Aggressive Hand Sounds con Anelli,https://www.youtube.com/watch?v=AwLEJ3lcIC4,https://i.ytimg.com/vi/AwLEJ3lcIC4/maxresdefault.jpg,Dark Moonrise ASMR,"15 Minutes, 24 Seconds"
ASMR - SEGUI LE MIE ISTRUZIONI PER DORMIRE,https://www.youtube.com/watch?v=UIEE6MzOIyA,https://i.ytimg.com/vi/UIEE6MzOIyA/maxresdefault.jpg,Dark Moonrise ASMR,"14 Minutes, 12 Seconds"
"Fast Aggressive Reiki-Style ASMR | No Talking, Mouth Sounds Included",https://www.youtube.com/watch?v=zI4LBllCFr4,https://i.ytimg.com/vi/zI4LBllCFr4/maxresdefault.jpg,FruityPatchouli ASMR,"40 Minutes, 23 Seconds"
"Unplanned, Fast & Aggressive ASMR | Visuals, Hand Sounds & Scalp Scratching",https://www.youtube.com/watch?v=zv9utThOi14,https://i.ytimg.com/vi/zv9utThOi14/sddefault.jpg,FruityPatchouli ASMR,"30 Minutes, 54 Seconds"
asmr singing that hits different ✩💜₊˚.🪻⋆☾⋆⁺₊🫧✧,https://www.youtube.com/watch?v=5eAROg93yeY,https://i.ytimg.com/vi/5eAROg93yeY/maxresdefault.jpg,HelloRivana,"50 Minutes, 50 Seconds"
Fast & Aggressive ASMR Pain Relief Massage (Featuring The Acupuncture Doll),https://www.youtube.com/watch?v=xfLVe9IaCUg,https://i.ytimg.com/vi/xfLVe9IaCUg/maxresdefault.jpg,FruityPatchouli ASMR,"28 Minutes, 20 Seconds"
"asmr ☾ praises…. from your crush ₊˚⊹💜 [lap pov, good boy, face touches]",https://www.youtube.com/watch?v=TdjSN2lJSdQ,https://i.ytimg.com/vi/TdjSN2lJSdQ/maxresdefault.jpg,nananightray,"17 Minutes, 6 Seconds"
ASMR for Sleep ♡ Relaxing Triggers to Melt Your Brain (Twitch VOD),https://www.youtube.com/watch?v=HO7u3EaOfbk,https://i.ytimg.com/vi/HO7u3EaOfbk/maxresdefault.jpg,Kailey Mae ASMR,"2 Hours, 27 Minutes, 1 Seconds"
Release Negative Thoughts: ASMR to Calm Your Mind and Shift Your Energy ( Hindi asmr ),https://www.youtube.com/watch?v=4QnrgRDOcZ8,https://i.ytimg.com/vi/4QnrgRDOcZ8/maxresdefault.jpg,Tingly SAKSHI ASMR,"37 Minutes, 45 Seconds"
ASMR cranial nerve exam with a strange doctor 👩🏻‍⚕️🧠✨,https://www.youtube.com/watch?v=cfz1WRxZOGY,https://i.ytimg.com/vi/cfz1WRxZOGY/maxresdefault.jpg,Luna Bloom ASMR,"32 Minutes, 13 Seconds"
ASMR You’re the robot I’m creating 🔌💙🔋,https://www.youtube.com/watch?v=DTkxGXc9soU,https://i.ytimg.com/vi/DTkxGXc9soU/maxresdefault.jpg,Luna Bloom ASMR,"30 Minutes, 30 Seconds"
"Fastest Medical ASMR | Everything is Wrong! (Neurologist, Dentist, Allergist, Eye Doctor & More!)",https://www.youtube.com/watch?v=hi3mReQ8CGc,https://i.ytimg.com/vi/hi3mReQ8CGc/maxresdefault.jpg,Gibi ASMR,"22 Minutes, 51 Seconds"
ASMR Your Sleepy Severance Experiment and Medical Procedure,https://www.youtube.com/watch?v=vQ_hET2W5Uc,https://i.ytimg.com/vi/vQ_hET2W5Uc/maxresdefault.jpg,ASMR Glow,"22 Minutes, 26 Seconds"
"ASMR Fast & Aggressive Massage (Shoulders, Arms, Neck)",https://www.youtube.com/watch?v=BIV4v6OAGVI,https://i.ytimg.com/vi/BIV4v6OAGVI/maxresdefault.jpg,FruityPatchouli ASMR,"17 Minutes, 27 Seconds"
ONE HOUR of ASMR Hand Sounds (Fast & Aggressive),https://www.youtube.com/watch?v=k051-8_4g1o,https://i.ytimg.com/vi/k051-8_4g1o/maxresdefault.jpg,FruityPatchouli ASMR,"1 Hours, 1 Minutes, 58 Seconds"
"Fast Aggressive ASMR Hand Sounds, Massage, Clipping + More  (NO TALKING)",https://www.youtube.com/watch?v=tGWDFo0qK4E,https://i.ytimg.com/vi/tGWDFo0qK4E/maxresdefault.jpg,FruityPatchouli ASMR,"31 Minutes, 32 Seconds"
45 Minutes of Silent Reiki ASMR (Fast & Aggressive),https://www.youtube.com/watch?v=HytVbNuFeSc,https://i.ytimg.com/vi/HytVbNuFeSc/maxresdefault.jpg,FruityPatchouli ASMR,"46 Minutes, 23 Seconds"
"Cozy, Sleepy Soft Singing ASMR ~ (Songs for When You're Lonely)",https://www.youtube.com/watch?v=z3eUtY41Nt0,https://i.ytimg.com/vi/z3eUtY41Nt0/sddefault.jpg,FrivolousFox ASMR,"25 Minutes, 45 Seconds"
АСМР АНКА 😼💙 МОЩНЕЙШИЙ ГИПНОЗ для 99.9% СНА 💫 ASMR POWERFUL HYPNOSIS for SLEEP,https://www.youtube.com/watch?v=1eFctVnmaSA,https://i.ytimg.com/vi/1eFctVnmaSA/maxresdefault.jpg,ASMR MOOD,"32 Minutes, 29 Seconds"
ASMRtist Kidnaps You,https://www.youtube.com/watch?v=xEOeqKztMgQ,https://i.ytimg.com/vi/xEOeqKztMgQ/maxresdefault.jpg,cait ASMR,"21 Minutes, 42 Seconds"
"1 hour of energy pulling, cord cutting & negative energy removal ✂️ ASMR REIKI ft. Linjer Jewellery",https://www.youtube.com/watch?v=G5rrkFxmAlI,https://i.ytimg.com/vi/G5rrkFxmAlI/maxresdefault.jpg,Whispers of the Wolf ASMR,"59 Minutes, 53 Seconds"
Plucking All Your Negative Energy ASMR (With and Without Tweezers),https://www.youtube.com/watch?v=j1E1FmFlUwE,https://i.ytimg.com/vi/j1E1FmFlUwE/maxresdefault.jpg,Hannaboo ASMR,"16 Minutes, 50 Seconds"
ASMR | Plucking your Negative Energy [SO TINGLY],https://www.youtube.com/watch?v=CH7PNmb3Fso,https://i.ytimg.com/vi/CH7PNmb3Fso/maxresdefault.jpg,Tofu Whispers,"1 Hours, 8 Minutes, 22 Seconds"
ASMR | Anticipatory Tingles IV 💕 (Better with Eyes Closed),https://www.youtube.com/watch?v=CU-YFcZtrfY,https://i.ytimg.com/vi/CU-YFcZtrfY/maxresdefault.jpg,Also Maya ASMR,"30 Minutes, 16 Seconds"
ASMR Follow My Instructions 😴 Eyes Closed!,https://www.youtube.com/watch?v=bB2Q434BNBM,https://i.ytimg.com/vi/bB2Q434BNBM/maxresdefault.jpg,cait ASMR,"21 Minutes, 9 Seconds"
"[ASMR] a FAST reconstruction of your face (measuring,  drawing & face touching)",https://www.youtube.com/watch?v=Voiy-ukC94M,https://i.ytimg.com/vi/Voiy-ukC94M/maxresdefault.jpg,MaggyASMR,"17 Minutes, 16 Seconds"
"ASMR Propless Haircut - Mouth Sounds, Whispering, Personal Attention",https://www.youtube.com/watch?v=HrO5N59VbdM,https://i.ytimg.com/vi/HrO5N59VbdM/maxresdefault.jpg,cait ASMR,"20 Minutes, 27 Seconds"
ASMR Positive Affirmations,https://www.youtube.com/watch?v=J6M83psDkPQ,https://i.ytimg.com/vi/J6M83psDkPQ/maxresdefault.jpg,cait ASMR,"24 Minutes, 4 Seconds"
ASMR Haircut,https://www.youtube.com/watch?v=rgoW_JGXQYM,https://i.ytimg.com/vi/rgoW_JGXQYM/maxresdefault.jpg,cait ASMR,"21 Minutes, 28 Seconds"
ASMR Relaxing Spa Facial,https://www.youtube.com/watch?v=PgnZppv1QDk,https://i.ytimg.com/vi/PgnZppv1QDk/maxresdefault.jpg,cait ASMR,"24 Minutes, 37 Seconds"
"FAST AND AGGRESSIVE ASMR TO CURE TINGLE IMMUNITY | giving you the shivers, personal attention",https://www.youtube.com/watch?v=UX0WEXvcJJU,https://i.ytimg.com/vi/UX0WEXvcJJU/maxresdefault.jpg,Elena ASMR,"32 Minutes, 11 Seconds"
(*TOO*) PERSONAL ATTENTION ~ Perfect Pick Me Up ASMR,https://www.youtube.com/watch?v=3m5GdcSZ_7Y,https://i.ytimg.com/vi/3m5GdcSZ_7Y/maxresdefault.jpg,FrivolousFox ASMR,"26 Minutes, 23 Seconds"
[Hypnosis ASMR] Follow my instructions  😴 Sleep Now,https://www.youtube.com/watch?v=YquTDZnSFBE,https://i.ytimg.com/vi/YquTDZnSFBE/maxresdefault.jpg,The MashaKata,"25 Minutes, 20 Seconds"
ASMR | Sniffing You 👃🏻 (UP CLOSE & PERSONAL),https://www.youtube.com/watch?v=7oxEIdpCDXw,https://i.ytimg.com/vi/7oxEIdpCDXw/maxresdefault.jpg,Sniff ASMR,"23 Minutes, 4 Seconds"
ASMR - 1 ORA DI MIC TRIGGERS Fast and Aggressive con diverse Cover,https://www.youtube.com/watch?v=hXECzYMj50s,https://i.ytimg.com/vi/hXECzYMj50s/maxresdefault.jpg,Dark Moonrise ASMR,"59 Minutes, 44 Seconds"
ASMR - Relaxing ASMR Triggers (Whisper) *Previous Livestream*,https://www.youtube.com/watch?v=a3nfPvYFE88,https://i.ytimg.com/vi/a3nfPvYFE88/maxresdefault.jpg,Katrine ASMR (Twitch Vods),"1 Hours, 53 Minutes, 19 Seconds"
"ASMR (Hindi) | Indian Wife Roleplay | Comforting Personal Attention for Migraine, Headache, Stress",https://www.youtube.com/watch?v=UZvIstjP0pc,https://i.ytimg.com/vi/UZvIstjP0pc/maxresdefault.jpg,IndianGirl ASMR,"21 Minutes, 41 Seconds"
Ultimate Spiritual Detox | Negative Energy Removal + Divine Energy Activation ✨ Witch Healing ASMR,https://www.youtube.com/watch?v=U3Hti7dou_E,https://i.ytimg.com/vi/U3Hti7dou_E/maxresdefault.jpg,Sanne The Witch,"24 Minutes, 21 Seconds"
Sleep ASMR-Spiritualcleansing| Reiki & Meditation #reiki #asmrsounds #sleep #plucking #relaxing,https://www.youtube.com/watch?v=R4rz3b9E-90,https://i.ytimg.com/vi/R4rz3b9E-90/maxresdefault.jpg,Indian ASMR Bhumika,"26 Minutes, 6 Seconds"
ASMR | Mouth Sounds & Fluffy Mic Brushing = TINGLE HEAVEN! 😴 (1 HOUR w/ black screen),https://www.youtube.com/watch?v=-UmW3xM176s,https://i.ytimg.com/vi/-UmW3xM176s/maxresdefault.jpg,Also Maya ASMR,"1 Hours, 0 Minutes, 47 Seconds"
Subtly Manipulating You into Hypnosis ~ ASMR,https://www.youtube.com/watch?v=VWOdlaFG6Hs,https://i.ytimg.com/vi/VWOdlaFG6Hs/sddefault.jpg,Baby Bella ASMR,"29 Minutes, 17 Seconds"
Extreme Spiritual Cleansing ⚡️ | 🔥 Shamanic Witch Energy Healing ASMR,https://www.youtube.com/watch?v=tngQHYd_C2I,https://i.ytimg.com/vi/tngQHYd_C2I/maxresdefault.jpg,Sanne The Witch,"35 Minutes, 8 Seconds"
ASMR Mehendi tracing| Wife Roleplay| Coconut rain| Multiple Triggers ✨ #sleep #asmrsounds #relaxing,https://www.youtube.com/watch?v=JtGprWA0lfE,https://i.ytimg.com/vi/JtGprWA0lfE/sddefault.jpg,Indian ASMR Bhumika,"24 Minutes, 5 Seconds"
"Up close HAND SOUNDS and hand movements ✨ finger fluttering, snapping,... [ ASMR NO TALKING ]",https://www.youtube.com/watch?v=SVEz3Kbmulw,https://i.ytimg.com/vi/SVEz3Kbmulw/maxresdefault.jpg,Till You Sleep ASMR,"45 Minutes, 23 Seconds"
ASMR | Soft Triggers & Deep Tingles | TongTong周童潼,https://www.youtube.com/watch?v=U0nzKhsRPuU,https://i.ytimg.com/vi/U0nzKhsRPuU/sddefault.jpg,瞌睡熊SleepyBear ASMR,"38 Minutes, 57 Seconds"
ASMR | Serial Killer RP (Kidnapping),https://www.youtube.com/watch?v=DdV6vWNqsrs,https://i.ytimg.com/vi/DdV6vWNqsrs/maxresdefault.jpg,Jinx ASMR,"22 Minutes, 1 Seconds"
"ASMR | Can I Examine Your Face? (Personal Attention, Soft Spoken)",https://www.youtube.com/watch?v=q9b642LhHG8,https://i.ytimg.com/vi/q9b642LhHG8/maxresdefault.jpg,Mini the Moon,"45 Minutes, 41 Seconds"
"ASMR | Close Whispers, Mouth Sounds, Fluffy Mic Brushing, Hand Movements & Trigger Words! 😍",https://www.youtube.com/watch?v=62yruxbvNls,https://i.ytimg.com/vi/62yruxbvNls/maxresdefault.jpg,Also Maya ASMR,"27 Minutes, 24 Seconds"
ASMR PRIMEIRO VÍDEO EM PORTUGUÊS ✨ATENÇÃO PESSOAL✨ENG/ITA SUB,https://www.youtube.com/watch?v=bgIENmW9gng,https://i.ytimg.com/vi/bgIENmW9gng/maxresdefault.jpg,IlaMos ASMR,"31 Minutes, 16 Seconds"
"ASMR - 1 ORA DI HAND SOUNDS, MOUTH SOUNDS & HAND MOVEMENTS",https://www.youtube.com/watch?v=40h2EvszEB0,https://i.ytimg.com/vi/40h2EvszEB0/maxresdefault.jpg,Dark Moonrise ASMR,"1 Hours, 0 Minutes, 11 Seconds"
"ASMR REIKI | Attract Wealth and Success, Become Lucky, Abundance Attraction, Reiki Healing Session",https://www.youtube.com/watch?v=7wQ-MbTfOwI,https://i.ytimg.com/vi/7wQ-MbTfOwI/maxresdefault.jpg,abby ,"8 Minutes, 55 Seconds"
"ASMR 3 HOURS 💈 Xtra inappropriate Barber Shop 👨 FOR MEN 👨 Beard Shave, Haircut, Buzz, Massage rp",https://www.youtube.com/watch?v=uDhjTKQgssc,https://i.ytimg.com/vi/uDhjTKQgssc/maxresdefault.jpg,LunaRexx ASMR,"3 Hours, 13 Minutes, 40 Seconds"
ASMR | BFF does your undercut ❤️,https://www.youtube.com/watch?v=St8PfHzh7ts,https://i.ytimg.com/vi/St8PfHzh7ts/maxresdefault.jpg,Luna Bloom ASMR,"22 Minutes, 18 Seconds"
[ASMR] FAST negative energy removal 💚,https://www.youtube.com/watch?v=mFgAP_MwPPI,https://i.ytimg.com/vi/mFgAP_MwPPI/sddefault.jpg,MaggyASMR,"16 Minutes, 48 Seconds"
Brooke Monk tries ASMR *Giving YOU a haircut*  (layered sounds),https://www.youtube.com/watch?v=cStWE59La_U,https://i.ytimg.com/vi/cStWE59La_U/maxresdefault.jpg,Brooke Monk,"39 Minutes, 18 Seconds"
ASMR 1 HOUR OF REMOVING NEGATIVE ENERGY *FAST & AGGRESSIVE*,https://www.youtube.com/watch?v=LF_vqPver8k,https://i.ytimg.com/vi/LF_vqPver8k/maxresdefault.jpg,JadyLady ASMR,"1 Hours, 12 Minutes, 20 Seconds"
[ASMR] Ice Princess Breathy Kisses & Brain Massage 💋❄️,https://www.youtube.com/watch?v=is_DPAsfdzw,https://i.ytimg.com/vi/is_DPAsfdzw/maxresdefault.jpg,Oranda ASMR,"37 Minutes, 12 Seconds"
"ASMR Close Whispering ""The Hobbit"" by J.R.R. Tolkien ♡ Ch. 1",https://www.youtube.com/watch?v=uokcjJ6Igf4,https://i.ytimg.com/vi/uokcjJ6Igf4/maxresdefault.jpg,Kailey Mae ASMR,"51 Minutes, 13 Seconds"
Trio Mandili - Kikile,https://www.youtube.com/watch?v=uJr5gEKsPDM,https://i.ytimg.com/vi/uJr5gEKsPDM/maxresdefault.jpg,Trio Mandili,"2 Minutes, 14 Seconds"
"ASMR | Did You Order a Face Massage? (Eye cleaning, hair cut, hand sounds, visual triggers )",https://www.youtube.com/watch?v=QemVt62MS30,https://i.ytimg.com/vi/QemVt62MS30/maxresdefault.jpg,King Hobbit,"1 Hours, 14 Minutes, 48 Seconds"
"[ASMR] Rainy Day With Girlfriend 💦💋 (Role Play, Rain Sounds, Personal Attention)",https://www.youtube.com/watch?v=2A02AATiAdU,https://i.ytimg.com/vi/2A02AATiAdU/maxresdefault.jpg,Oranda ASMR,"20 Minutes, 50 Seconds"
The Nurse’s Secret Crush🤫 full body exam in bed [ASMR Roleplay],https://www.youtube.com/watch?v=0E0GPXIXHQE,https://i.ytimg.com/vi/0E0GPXIXHQE/maxresdefault.jpg,Honey Belle ASMR ,"1 Hours, 1 Minutes, 38 Seconds"
ASMR 2.5 hours of tingly triggers✨,https://www.youtube.com/watch?v=1mccxQ10WlM,https://i.ytimg.com/vi/1mccxQ10WlM/sddefault.jpg,freckles asmr,"2 Hours, 30 Minutes, 1 Seconds"
"Mox Fix-Up After a Bar Fight ASMR // cyberpunk, night club, music next door",https://www.youtube.com/watch?v=_7qMkMJwZ_0,https://i.ytimg.com/vi/_7qMkMJwZ_0/maxresdefault.jpg,AnnAnn ASMR,"31 Minutes, 5 Seconds"
ASMR Hypnosis: Guided Sleep Journey on the Dream Train 🚂✨,https://www.youtube.com/watch?v=tYiz3kjY_xk,https://i.ytimg.com/vi/tYiz3kjY_xk/maxresdefault.jpg,Goodnight Moon,"45 Minutes, 26 Seconds"
ASMR You Can Close Your Eyes To | Following Instructions & Relaxing Triggers,https://www.youtube.com/watch?v=1_ObQCMCtF8,https://i.ytimg.com/vi/1_ObQCMCtF8/maxresdefault.jpg,Angelic Lofi ASMR,"46 Minutes, 31 Seconds"
One Week in a RUSSIAN VILLAGE 🌻,https://www.youtube.com/watch?v=p0LER_l2OtI,https://i.ytimg.com/vi/p0LER_l2OtI/maxresdefault.jpg,Agent Nesty,"20 Minutes, 52 Seconds"
Hypnotic Layered [ASMR] For The BEST Sleep 💙,https://www.youtube.com/watch?v=g78zp67YfMQ,https://i.ytimg.com/vi/g78zp67YfMQ/maxresdefault.jpg,Cherie Lorraine ASMR,"1 Hours, 5 Minutes, 19 Seconds"
Layered ASMR To Stimulate You,https://www.youtube.com/watch?v=3EXwDw8ifhc,https://i.ytimg.com/vi/3EXwDw8ifhc/maxresdefault.jpg,SkepticalPickle ASMR,"35 Minutes, 6 Seconds"
[ASMR] 띵아랑 같이 공부해요! 📚✏️ㅣ백색소음ㅣStudy with your Korean GF 📖,https://www.youtube.com/watch?v=kA_JakYLypg,https://i.ytimg.com/vi/kA_JakYLypg/maxresdefault.jpg,명아츄 ASMR Irene ,"26 Minutes, 26 Seconds"
【ASMR】お姉ちゃんが頑張る君に耳かきしてあげる,https://www.youtube.com/watch?v=VIEQ-JbDC1k,https://i.ytimg.com/vi/VIEQ-JbDC1k/maxresdefault.jpg,Momota ASMR,"59 Minutes, 54 Seconds"
"ASMR 🕯️ ""Have you summoned us, Master?""",https://www.youtube.com/watch?v=kg3I6ZdLKrQ,https://i.ytimg.com/vi/kg3I6ZdLKrQ/maxresdefault.jpg,MaimyNyan ASMR,"25 Minutes, 21 Seconds"
"ASMR 자기전에 귀청소 해줄게❤️ 여자친구 귀청소 롤플레이, 여친과 호캉스 데이트 2탄ㅣGirlfriend Ear Cleaning Roleplay",https://www.youtube.com/watch?v=NwDHZ50_Duo,https://i.ytimg.com/vi/NwDHZ50_Duo/maxresdefault.jpg,ASMR Jamonghae 자몽해,"27 Minutes, 38 Seconds"
I do ASMR until you are in the deepest part of your sleep,https://www.youtube.com/watch?v=n2YALGMNJaU,https://i.ytimg.com/vi/n2YALGMNJaU/maxresdefault.jpg,ASMR JADE,"1 Hours, 12 Minutes, 52 Seconds"
POV ASMR | Full Body Massage with Reiki Energy Cleansing,https://www.youtube.com/watch?v=4xHTe2UfdIQ,https://i.ytimg.com/vi/4xHTe2UfdIQ/maxresdefault.jpg,ASMR Summer,"39 Minutes, 26 Seconds"
[ASMR] Scratching Sounds 스크래치 사운드🎵,https://www.youtube.com/watch?v=TwZtTZBnH4s,https://i.ytimg.com/vi/TwZtTZBnH4s/maxresdefault.jpg,표은지Eunji Pyoapple,"1 Hours, 7 Minutes, 18 Seconds"
"Harley Quinn ""Fixes"" Your Body at Arkham Asylum | ASMR Roleplay",https://www.youtube.com/watch?v=SWMpECnUZp8,https://i.ytimg.com/vi/SWMpECnUZp8/maxresdefault.jpg,simone asmr vods ,"33 Minutes, 32 Seconds"
"ASMR ULTIMATE MEN'S SHAVE CUT MEASURE MASSAGE ROLEPLAY! Oil Massage Scalp/Face, Pampering You 1 Hour",https://www.youtube.com/watch?v=RRVXYdUXxps,https://i.ytimg.com/vi/RRVXYdUXxps/maxresdefault.jpg,Madi ASMR,"51 Minutes, 18 Seconds"
[ASMR] KISSING IN A PUBLIC LIBRARY 💋 (All the Best Triggers),https://www.youtube.com/watch?v=_o5KqVpO4HE,https://i.ytimg.com/vi/_o5KqVpO4HE/maxresdefault.jpg,Oranda ASMR,"29 Minutes, 49 Seconds"
ASMR Professional Fast Haircut & Hair Styling ✂ No Talking (Personal Attention),https://www.youtube.com/watch?v=GtyhpbIh1ow,https://i.ytimg.com/vi/GtyhpbIh1ow/maxresdefault.jpg,Adora ASMR,"31 Minutes, 31 Seconds"
ASMR Measuring Your Face 🐸📐,https://www.youtube.com/watch?v=KiUS_8kB4kA,https://i.ytimg.com/vi/KiUS_8kB4kA/maxresdefault.jpg,Luna Bloom ASMR,"22 Minutes, 49 Seconds"
[ASMR] For When You Need Comfort and Sleep (Shushing & Girlfriend Role Play),https://www.youtube.com/watch?v=QcIYAwIQ9yE,https://i.ytimg.com/vi/QcIYAwIQ9yE/maxresdefault.jpg,Oranda ASMR,"30 Minutes, 15 Seconds"
ASMR Testing Triggers on You + Measuring Your Reactions 👩‍🔬,https://www.youtube.com/watch?v=bovsnQ0LK4Y,https://i.ytimg.com/vi/bovsnQ0LK4Y/maxresdefault.jpg,Luna Bloom ASMR,"30 Minutes, 11 Seconds"
"DEEP, IN-YOUR-EAR WHISPERS | ASMR (Articulated & Breathy)",https://www.youtube.com/watch?v=wzcPKVJzHkI,https://i.ytimg.com/vi/wzcPKVJzHkI/maxresdefault.jpg,FrivolousFox ASMR,"33 Minutes, 4 Seconds"
"ASMR Do you need company to fall asleep? Close-Up, Personal",https://www.youtube.com/watch?v=ZhXTCDnPja8,https://i.ytimg.com/vi/ZhXTCDnPja8/maxresdefault.jpg,MaimyNyan ASMR,"48 Minutes, 7 Seconds"
"[ASMR] Way Too Many Kisses 💋 (Up-Close, Kissing Sounds)",https://www.youtube.com/watch?v=ZpL93lt0RK0,https://i.ytimg.com/vi/ZpL93lt0RK0/sddefault.jpg,Oranda ASMR,"19 Minutes, 59 Seconds"
[ASMR] SNIFFING YOU Gives Your Girlfriend Pleasure! (She'll Tell You Why) 😳❤️,https://www.youtube.com/watch?v=lauX2Fl5rr8,https://i.ytimg.com/vi/lauX2Fl5rr8/maxresdefault.jpg,Oranda ASMR,"29 Minutes, 9 Seconds"
"ASMR 🌿Negative Energy Cleansing (Whispers, Hand Movements, Affirmation)",https://www.youtube.com/watch?v=qPp7POl3nZY,https://i.ytimg.com/vi/qPp7POl3nZY/maxresdefault.jpg,Velvet orchid ,"18 Minutes, 14 Seconds"
"ASMR Pampering You In Ancient Rome | Scalp & Back Scratching, Spa Facial, Hair Treatment, light gum",https://www.youtube.com/watch?v=0ZK9wxmR-WU,https://i.ytimg.com/vi/0ZK9wxmR-WU/sddefault.jpg,ASMR Aura,"1 Hours, 5 Minutes, 47 Seconds"
"ASMR Laying Down By The Lake  , Removing Negative Energies , Personal Attention",https://www.youtube.com/watch?v=D9zdXyGtrXs,https://i.ytimg.com/vi/D9zdXyGtrXs/maxresdefault.jpg,Ruby True ,"1 Hours, 0 Minutes, 13 Seconds"
"ASMR Sunset Laying by the lake, Energy Cleansing, personal attention",https://www.youtube.com/watch?v=Fcy1jSH4YNE,https://i.ytimg.com/vi/Fcy1jSH4YNE/maxresdefault.jpg,Ruby True ,"1 Hours, 1 Minutes, 10 Seconds"
"ASMR Lay down and Relax your mind and body , Healing Frequencies, Reiki",https://www.youtube.com/watch?v=zowyU_-MFqk,https://i.ytimg.com/vi/zowyU_-MFqk/maxresdefault.jpg,Ruby True ,"35 Minutes, 14 Seconds"
"ASMR EYE Exam Comprehensive 1 hour long , Lens fitting, Light tests, colour tests",https://www.youtube.com/watch?v=qsc3r8R0e1g,https://i.ytimg.com/vi/qsc3r8R0e1g/maxresdefault.jpg,Ruby True ,"1 Hours, 11 Minutes, 45 Seconds"
"ASMR Barbershop | The ULTIMATE VIP Treatment: Haircut, Clippers & Style (2.5HRS compilation)",https://www.youtube.com/watch?v=p0akFEpyIws,https://i.ytimg.com/vi/p0akFEpyIws/maxresdefault.jpg,ASMR Treasury,"2 Hours, 29 Minutes, 6 Seconds"
"ASMR Hearing test, Beep Test , Tuning Forks, Othoscope",https://www.youtube.com/watch?v=vTxypWnn8rY,https://i.ytimg.com/vi/vTxypWnn8rY/maxresdefault.jpg,Ruby True ,"40 Minutes, 7 Seconds"
"ASMR Cord Cutting Reiki, Energy plucking Healing, Releasing yourself from the Past.",https://www.youtube.com/watch?v=-mfyQipybas,https://i.ytimg.com/vi/-mfyQipybas/maxresdefault.jpg,Ruby True ,"31 Minutes, 39 Seconds"
"ASMR Brushing Away Negative Energy , Aura Cleansing",https://www.youtube.com/watch?v=YR12fuzElQM,https://i.ytimg.com/vi/YR12fuzElQM/maxresdefault.jpg,Ruby True ,"36 Minutes, 32 Seconds"
"3+ Hours Of ASMR Reiki For Deep Sleep, Relaxation And Healing 🌸 Reiki, Crystals, Personal Attention",https://www.youtube.com/watch?v=oIBJ3lTI4jE,https://i.ytimg.com/vi/oIBJ3lTI4jE/maxresdefault.jpg,The Angelic Alchemist,"3 Hours, 2 Minutes, 37 Seconds"
ASMR ✨POV Sleep Session For Energy Restoration 🦋 Filling Your Energy Cup ⛲️Reiki 🤍 Sound Healing,https://www.youtube.com/watch?v=XbJKvEALDrM,https://i.ytimg.com/vi/XbJKvEALDrM/maxresdefault.jpg,The Angelic Alchemist,"1 Hours, 40 Minutes, 29 Seconds"
ASMR Limpieza Energética y Susurros MUY CERCA del micro,https://www.youtube.com/watch?v=N2Qqn2FByEY,https://i.ytimg.com/vi/N2Qqn2FByEY/maxresdefault.jpg,Arbmeis,"21 Minutes, 52 Seconds"
