Title,Video url,Thumbnail url,Channel name,Duration,Uploaded Time
Lag Ja Gale Ki Phir Ye Haseen Raat Ho Na Ho Video Song | Lata Mangeshkar | Woh Kaun Thi Songs,https://www.youtube.com/watch?v=y2fgw1Oqz28,https://i.ytimg.com/vi/y2fgw1Oqz28/maxresdefault.jpg,SuperHit Gaane,"4 Minutes, 24 Seconds",2023-12-15T12:30:37
Thodi Der -Full Video | Half Girlfriend | Arjun Kapoor & Shraddha Kapoor | Farhan S & Shreya Ghoshal,https://www.youtube.com/watch?v=lFRkMV0EYik,https://i.ytimg.com/vi/lFRkMV0EYik/maxresdefault.jpg,ASHU SHAH,"7 Minutes, 14 Seconds",2023-11-20T10:40:00
𝗧𝘂 𝗔𝗮𝗸𝗲 𝗗𝗲𝗸𝗵𝗶𝗹𝗲 ( 𝘀𝗹𝗼𝘄𝗲𝗱 𝗮𝗻𝗱 𝗿𝗲𝗯𝗮𝗿𝗯) 𝗞𝗶𝗻𝗴 𝗧𝗵𝗲 𝗖𝗮𝗿𝗻𝗶𝘃𝗮𝗹    𝗔𝗸 𝗟𝗼𝗳𝗶 𝗦𝗼𝗻𝗴#slowedandreverb,https://www.youtube.com/watch?v=VTwzedkdgs8,https://i.ytimg.com/vi/VTwzedkdgs8/maxresdefault.jpg,AK LOFI SONG,"4 Minutes, 52 Seconds",2023-11-20T01:50:20
The Chainsmokers - Closer (Lyrics) ft. Halsey,https://www.youtube.com/watch?v=LJPnQROnZOI,https://i.ytimg.com/vi/LJPnQROnZOI/maxresdefault.jpg,7clouds Latin,"4 Minutes, 6 Seconds",2023-11-19T13:45:02
Imagine Dragons - Believer (Lyrics),https://www.youtube.com/watch?v=srMviBFlw3k,https://i.ytimg.com/vi/srMviBFlw3k/maxresdefault.jpg,Vibe_Lyrics,"4 Minutes, 7 Seconds",2023-11-19T11:09:31
A Thousand Years - Christina Perri (Lyrics),https://www.youtube.com/watch?v=OAtpr3Yt96I,https://i.ytimg.com/vi/OAtpr3Yt96I/maxresdefault.jpg,wind down ,"4 Minutes, 46 Seconds",2023-11-18T04:30:08
Bruno Mars - Just The Way You Are (Lyrics),https://www.youtube.com/watch?v=mNAs2j_sQGU,https://i.ytimg.com/vi/mNAs2j_sQGU/maxresdefault.jpg,8Clouds Lyrics,"3 Minutes, 34 Seconds",2023-11-16T16:30:47
One Direction - Night Changes (Lyrics),https://www.youtube.com/watch?v=6GDsTYsFBpY,https://i.ytimg.com/vi/6GDsTYsFBpY/maxresdefault.jpg,8Clouds Lyrics,"4 Minutes, 1 Seconds",2023-11-15T16:00:08
Ed Sheeran-Perfect |Lyric Video,https://www.youtube.com/watch?v=WVAs_PoMv_w,https://i.ytimg.com/vi/WVAs_PoMv_w/sddefault.jpg,LyricalDon1👽,"4 Minutes, 20 Seconds",2023-11-15T09:03:24
John Legend - All Of Me (Lyrics),https://www.youtube.com/watch?v=_VFvZJoa-r8,https://i.ytimg.com/vi/_VFvZJoa-r8/maxresdefault.jpg,8Clouds Lyrics,"4 Minutes, 30 Seconds",2023-11-14T16:37:18
💢 Justin Bieber - Sorry (Lyrics),https://www.youtube.com/watch?v=wfsUM7WqX9Q,https://i.ytimg.com/vi/wfsUM7WqX9Q/maxresdefault.jpg,Music Plant,"3 Minutes, 19 Seconds",2023-11-14T08:30:09
💢 Imagine Dragons - Thunder (Lyrics),https://www.youtube.com/watch?v=XwiKb5KtSdQ,https://i.ytimg.com/vi/XwiKb5KtSdQ/maxresdefault.jpg,Music Plant,"2 Minutes, 58 Seconds",2023-11-12T08:30:07
"Mast Magan FULL Video Song | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",https://www.youtube.com/watch?v=5lpbh56tS2U,https://i.ytimg.com/vi/5lpbh56tS2U/maxresdefault.jpg,ASHU SHAH,"4 Minutes, 38 Seconds",2023-11-11T08:08:46
Let her go - passenger (lyrics),https://www.youtube.com/watch?v=gJpt_hvdF_o,https://i.ytimg.com/vi/gJpt_hvdF_o/sddefault.jpg,Daily Music,"4 Minutes, 13 Seconds",2023-11-10T08:43:06
Ellie Goulding - Love Me Like You Do (Lyrics),https://www.youtube.com/watch?v=yrpL3sLoh9M,https://i.ytimg.com/vi/yrpL3sLoh9M/maxresdefault.jpg,Lyrics City,"4 Minutes, 14 Seconds",2023-11-08T13:30:33
Flowers - Miley Cyrus  (lyrics video),https://www.youtube.com/watch?v=IbCiSiSAHSI,https://i.ytimg.com/vi/IbCiSiSAHSI/maxresdefault.jpg,ZeteXtunesofficial,"3 Minutes, 16 Seconds",2023-11-08T12:10:35
[Playlist] Morning Mood 🍀 Chill Music Playlist ~ Start your day positively with me,https://www.youtube.com/watch?v=JuZQEzCJirs,https://i.ytimg.com/vi/JuZQEzCJirs/maxresdefault.jpg,"Luv, emily","1 Hours, 37 Minutes, 38 Seconds",2023-11-04T17:41:02
FIFTY FIFTY - Cupid (Twin Version) (Lyrics),https://www.youtube.com/watch?v=62TrmUvQGjo,https://i.ytimg.com/vi/62TrmUvQGjo/maxresdefault.jpg,Creative Chaos,"2 Minutes, 56 Seconds",2023-10-10T14:00:07
Kuch Kuch Hota Hai: Title Track | 4K Video | Shah Rukh Khan| Kajol| Rani| Alka Yagnik |Udit Narayan,https://www.youtube.com/watch?v=bKZTnnFU9HA,https://i.ytimg.com/vi/bKZTnnFU9HA/maxresdefault.jpg,Sony Music India,"5 Minutes, 9 Seconds",2023-10-03T06:00:20
"Tu Jaane Na - Lyrical | Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir Kapoor, Katrina",https://www.youtube.com/watch?v=EHCG8kno2Lg,https://i.ytimg.com/vi/EHCG8kno2Lg/maxresdefault.jpg,Hot Hits Hindi,"5 Minutes, 37 Seconds",2023-10-02T12:30:08
Jab Koi Pyar Se,https://www.youtube.com/watch?v=9qnlyoyZ33Y,https://i.ytimg.com/vi/9qnlyoyZ33Y/maxresdefault.jpg,Mehdi Hassan - Topic,"4 Minutes, 11 Seconds",2023-09-27T07:46:09
Mind Relaxing Lofi Mashup Feel songs | slowed & Reverb | Lofi,https://www.youtube.com/watch?v=Rt8i-rPTIjU,https://i.ytimg.com/vi/Rt8i-rPTIjU/maxresdefault.jpg,Life With Sameer MH 27,"27 Minutes, 32 Seconds",2023-09-20T10:15:24
"Most Viewed Kurt Hugo Schneider Covers (ft. Against the Current, Sam Tsui, Christina Grimmie)",https://www.youtube.com/watch?v=fblKJddE2yw,https://i.ytimg.com/vi/fblKJddE2yw/maxresdefault.jpg,Kurt Hugo Schneider,"1 Hours, 2 Minutes, 15 Seconds",2023-09-18T20:19:55
Krish Theme | Krishna Theme  | Shri Krishna Govinda Hare Murari Soulful Flute Cover by Kiran Baral,https://www.youtube.com/watch?v=mGC-S7n_HkE,https://i.ytimg.com/vi/mGC-S7n_HkE/maxresdefault.jpg,Kiran Baral,"3 Minutes, 34 Seconds",2023-09-06T17:34:51
"Most Viewed Kurt Hugo Schneider Covers (ft. Against the Current, Alex Goot, Christina Grimmie)",https://www.youtube.com/watch?v=2QPzdcaaMgE,https://i.ytimg.com/vi/2QPzdcaaMgE/maxresdefault.jpg,kurt,"1 Hours, 2 Minutes, 15 Seconds",2023-09-04T18:15:45
